old catholic church;catholic churches that broke away from the roman catholic church in the 18th century
securities industry;the securities markets in the aggregate. 'the market always frustates the small investor'
nursery school;a small preschool for small children
department of health and human services;the federal department that administers all federal programs dealing with health and welfare. created in 1979
reed section;the section of a band or orchestra that plays reed instruments
faustus;an alchemist of german legend who sol his soul to the devil in exchange for knowledge
commercial bank;a financial institution that accepts demand deposits and makes loans and provides other services for the public
government in exile;a temporary government moved to or formed in a foreign land by exiles who hope to rule when their country is liberated
section gang;a work crew assigned to a section of a railroad
agent bank;a bank named by a multi-bank lending syndicate to protect their interests
sicilian mafia;a secret terrorist group in sicily. originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century
jotun;(norse mythology) one of a race of giants often in conflict with the aesir
tantrism;movement within buddhism combining elements of hinduism and paganism
host;archaic terms for army
u.s.;the executive and legislative and judicial branches of the federal government of the us
houri;(in muslim belief) one of the dark-eyed virgins of perfect beauty believed to live with the blessed in paradise
security force;a privately employed group hired to protect the security of a business or industry
ensemble;a group of musicians playing or singing together. 'a string ensemble'
crew;the team of men manning a racing shell
security council;a permanent council of the united nations. responsible for preserving world peace
federal department;a department of the federal government
gas company;a public utility that provides gas
secretarial school;a school where secretarial skills (typing and shorthand and filing etc) are taught
toy industry;an industry that manufactures and sells toys for children
muslimism;muslims collectively and their civilization. based on a monotheistic religion believing that mohammed was the last and major prophet of god. 'the term mohammedanism is offensive to muslims'
federal party;a major political party in the us in the early 19th century. founded by alexander hamilton. favored a strong centralized government
fire brigade;british name for a fire department
open shop;a company whose workers are hired without regard to their membership in a labor union
international labor organization;the united nations agency concerned with the interests of labor
discount chain;a chain of discount stores
merchant marine;the crew of a merchant vessel
commercial agency;an organization that provides businesses with credit ratings of other firms. 'dun & bradstreet is the largest mercantile agency in the united states'
rock band;a band of musicians who play rock-'n'-roll music
myrmidon;(greek mythology) a member of the warriors who followed achilles on the expedition against troy
lyceum;a school for students intermediate between elementary school and college. usually grades 9 to 12
church;a group of christians. any group professing christian doctrine or belief. 'church is a biblical term for assembly'
zen buddhism;school of mahayana buddhism asserting that enlightenment can come through meditation and intuition rather than faith. china and japan
removal company;a company that moves the possessions of a family or business from one site to another
city desk;the editorial department of a newspaper that edits the local news
power;a state powerful enough to influence events throughout the world
judaism;jews who practice a religion based on the old testament and the talmud
alcoholics anonymous;an international organization that provides a support group for persons trying to overcome alcoholism
wayland the smith;(european mythology) a supernatural smith and king of the elves. identified with norse volund
chain gang;a gang of convicts chained together
employment agency;an agency that finds people to fill particular jobs or finds jobs for unemployed people
munitions industry;an industry that manufacturers weapons of war
picket;a detachment of troops guarding an army from surprise attack
steering committee;a committee to arrange the order of business for some larger (legislative) body
home loan bank;one of 11 regional banks that monitor and make short-term credit advances to thrift institutions in their region
business organization;a commercial or industrial enterprise and the people who constitute it. 'he bought his brother's business'. 'a small mom-and-pop business'. 'a racially integrated business concern'
institute;an association organized to promote art or science or education
shiah;one of the two main branches of orthodox islam. mainly in iran
rank;the ordinary members of an organization (such as the soldiers excluding the officers of an army). 'the strike was supported by the union rank and file'. 'he rose from the ranks to become a colonel'
roman catholic church;the christian church based in the vatican and presided over by a pope and an episcopal hierarchy
abominable snowman;large hairy humanoid creature said to live in the himalayas
united nations;an organization of independent states to promote international peace and security
youth gang;a gang whose members are teenagers
sports desk;the editorial department of a newspaper that edits the sports news
presidium;a permanent executive committee in socialist countries that has all the powers of some larger legislative body and that acts for it when it is not in session
ship s company;crew of a ship including the officers. the whole force or personnel of a ship
religious school;a private school run by a religious body
personnel department;the division of a business responsible for hiring employees
laocoon;(greek mythology) the priest of apollo who warned the trojans to beware of greeks bearing gifts when they wanted to accept the trojan horse. a god who favored the greeks (poseidon or athena) sent snakes who coiled around laocoon and his two twin sons killing them
council;a body serving in an administrative capacity. 'student council'
golf club;a club of people to play golf
training school;a school providing practical vocational and technical training
roller coaster;a railway in an amusement park (usually with sharp curves and steep inclines)
league;an association of states or organizations or individuals for common action
military reserve;armed forces that are not on active duty but can be called in an emergency
college;an institution of higher education created to educate and grant degrees. often a part of a university
office;an administrative unit of government. 'the central intelligence agency'. 'the census bureau'. 'office of management and budget'. 'tennessee valley authority'
buddhism;the religion venerating buddha represented by many groups especially in asia
department of veterans affairs;the federal department responsible for the interests of military veterans. created in 1989
partnership;the members of a business venture created by contract
western church;the christian church based in the vatican and presided over by a pope and an episcopal hierarchy
detective agency;an agency that makes inquiries for its clients
commonwealth of nations;an association of nations consisting of the united kingdom and its dependencies and many former british colonies that are now sovereign states but owe allegiance to the british crown
credit union;a cooperative depository financial institution whose members can obtain loans from their combined savings
defense department;the federal department responsible for safeguarding national security. created in 1947
arminian church;the protestant denomination adhering to the views of jacobus arminius
organization;"a group of people who work together"
fha;the federal agency that insures residential mortgages
computer industry;a manufacturer of computers
stheno;(greek mythology) one of the three gorgons
merchant bank;a credit card processing bank. merchants receive credit for credit card receipts less a processing fee
bureau of alcohol tobacco and firearms;the agency of the treasury department that administers federal laws concerning alcohol and tobacco and firearms
growth industry;an industry that is growing rapidly
concert band;a group of musicians playing brass and woodwind and percussion instruments
united nations secretariat;the administrative arm of the united nations
psyche;(greek mythology) a beautiful princess loved by cupid who visited her at night and told her she must not try to see him. became the personification of the soul
coalition;an organization of people (or countries) involved in a pact or treaty
computer dealer;a firm that sells and buys computers
fhlmc;a corporation authorized by congress to provide a secondary market for residential mortgages
maffia;a secret terrorist group in sicily. originally opposed tyranny but evolved into a criminal organization in the middle of the 19th century
benelux;a customs union comprising belgium and netherlands and luxembourg
turnverein;a club of tumblers or gymnasts
appeal board;a board of officials that are not judicial but are appointed to hear appeals
restaurant chain;a chain of restaurants
department of history;the academic department responsible for teaching history
dragon;a creature of teutonic mythology. usually represented as breathing fire and having a reptilian body and sometimes wings
apparel industry;a maker and seller of fashionable clothing
perseus;(greek mythology) son of zeus and dana who slew the gorgon medusa (with the help of athena and hermes) and rescued andromeda from a sea monster
politburo;the chief executive and political committee of the communist party
athenaeum;a literary or scientific association for the promotion of learning
fleet;a group of steamships operating together under the same ownership
spirit;the vital principle or animating force within living things
fate;"the ultimate agency that predetermines the course of events (often personified as a woman). 'we are helpless in the face of destiny'"
clarinet section;the section of a band or orchestra that plays clarinets
international society for krishna consciousness;a society founded in the us in 1966. based on vedic scriptures. groups engage in joyful chanting of 'hare krishna' ('o krishna!')
chess club;a club of people to play chess
cavalry;troops trained to fight on horseback: '500 horse led the attack'
union shop;a company allowed to hire nonunion workers on the condition that they will join the union within a specified time
board;a committee having supervisory powers. 'the board has seven members'
manticora;a mythical monster having the head of man (with horns) and the body of a lion and the tail of a scorpion
mahayana;a major school of buddhism teaching social concern and universal salvation. china. japan. tibet. nepal. korea. mongolia
bloc;a group of countries in special alliance
private school;a school established and controlled privately and supported by endowment and tuition
underground;an electric underground railway
crammer;a special school where students are crammed
subcommittee;a subset of committee members organized for a specific purpose
city state;a state consisting of a sovereign city
bureau of the census;the bureau of the commerce department responsible for taking the census
shinto;the native religion and former ethnic cult of japan
established church;the church that is recognized as the official church of a nation
prep school;a private secondary school
soldiery;soldiers collectively
federalist party;a major political party in the us in the early 19th century. founded by alexander hamilton. favored a strong centralized government
klan;a secret society of white southerners to resist black emancipation
iseult;(medieval legends) the bride of king mark of cornwall who fell in love with the king's nephew (tristan) after they mistakenly drank a love potion that left them eternally in love with each other
closed corporation;a corporation owned by a few people. shares have no public market
methodists;a deriving founded on the principles of john and charles wesley
gorgon;any of three winged sister monsters having live snakes for hair. a glance turns the beholder to stone
rotary club;a group of businessmen in a town organized as a service club and to promote world peace
medusa;(greek mythology) a woman transformed into a gorgon by athena. she was slain by perseus
federal bureau of investigation;the law enforcement agency in the justice department
commerce;the federal department that promotes and administers domestic and foreign trade (including management of the census and the patent office). created in 1913
fashion business;a maker and seller of fashionable clothing
arab league;an international organization of independent arab states formed in 1945 to promote cultural and economic and military and political and social cooperation
eumenides;(classical mythology) the hideous snake-haired monsters (usually three in number) who pursued unpunished criminals
department of defense;the federal department responsible for safeguarding national security. created in 1947
wyvern;a fire-breathing dragon used in medieval heraldry. had the head of a dragon and the tail of a snake and a body with wings and two legs
securities firm;a stock broker's business. charges a fee to act as intermediary between buyer and seller
commission on narcotic drugs;the commission of the economic and social council of the united nations that is concerned with drug traffic
firing party;a squad formed to fire volleys at a military funeral or to carry out a military execution
ogre;(folklore) a giant who likes to eat human beings
advertising department;the division of a business that is responsible for advertising
cis;an alliance made up of states that had been soviet socialist republics in the soviet union prior to its dissolution in dec 1991
ground crew;the crew of technicians and mechanics who service aircraft on the ground
gang;an association of criminals. 'police tried to break up the gang'. 'a pack of thieves'
business;a commercial or industrial enterprise and the people who constitute it. 'he bought his brother's business'. 'a small mom-and-pop business'. 'a racially integrated business concern'
state bank;a bank chartered by a state rather than by the federal government
military academy;an academy for training military officers
quai d orsay;the french department in charge of foreign affairs. referred to familiarly by its address in paris
